round_id,variant,kappa,selected_count,top4_mean_actual,overlap_with_kappa035,selected_formulations,scope
ROUND_003,current_mixed,1.0,4,42.25,3,v2_84c11063c325;v2_4aeffae55153;v2_3db5f7aa7cdd;v2_0a63a12b60f3,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_003,current_mixed,2.0,4,37.625,1,v2_3db5f7aa7cdd;v2_afa1348627bc;v2_0a63a12b60f3;v2_4f4525f1566d,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_003,legacy_correction,0.35,4,49.125,4,v2_430e18c49d10;v2_84c11063c325;v2_4aeffae55153;v2_afa1348627bc,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_003,legacy_correction,0.0,4,49.125,4,v2_430e18c49d10;v2_84c11063c325;v2_4aeffae55153;v2_afa1348627bc,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_003,legacy_correction,1.0,4,49.125,4,v2_430e18c49d10;v2_84c11063c325;v2_4aeffae55153;v2_afa1348627bc,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_003,legacy_correction,2.0,4,39.25,2,v2_4aeffae55153;v2_afa1348627bc;v2_8f6028d7e59a;v2_d93bf1a562c8,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_003,sens_amplitude_learned,0.35,4,51.25,4,v2_430e18c49d10;v2_27a2b16cc327;v2_4aeffae55153;v2_afa1348627bc,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_003,sens_amplitude_learned,0.0,4,51.25,4,v2_430e18c49d10;v2_27a2b16cc327;v2_4aeffae55153;v2_afa1348627bc,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_003,sens_amplitude_learned,1.0,4,51.25,4,v2_430e18c49d10;v2_27a2b16cc327;v2_4aeffae55153;v2_afa1348627bc,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_003,sens_amplitude_learned,2.0,4,51.25,4,v2_27a2b16cc327;v2_430e18c49d10;v2_4aeffae55153;v2_afa1348627bc,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_003,sens_ard_learned,0.35,4,49.375,4,v2_8f6028d7e59a;v2_430e18c49d10;v2_27a2b16cc327;v2_afa1348627bc,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_003,sens_ard_learned,0.0,4,49.375,4,v2_8f6028d7e59a;v2_430e18c49d10;v2_27a2b16cc327;v2_afa1348627bc,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_003,sens_ard_learned,1.0,4,49.375,4,v2_8f6028d7e59a;v2_430e18c49d10;v2_27a2b16cc327;v2_afa1348627bc,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_003,sens_ard_learned,2.0,4,48.25,3,v2_8f6028d7e59a;v2_afa1348627bc;v2_430e18c49d10;v2_4aeffae55153,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_003,sens_baseline,0.35,4,51.25,4,v2_430e18c49d10;v2_27a2b16cc327;v2_4aeffae55153;v2_afa1348627bc,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_003,sens_baseline,0.0,4,51.25,4,v2_430e18c49d10;v2_27a2b16cc327;v2_4aeffae55153;v2_afa1348627bc,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_003,sens_baseline,1.0,4,51.25,4,v2_430e18c49d10;v2_27a2b16cc327;v2_4aeffae55153;v2_afa1348627bc,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_003,sens_baseline,2.0,4,51.25,4,v2_27a2b16cc327;v2_430e18c49d10;v2_4aeffae55153;v2_afa1348627bc,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_003,sens_bounds,0.35,4,52.75,4,v2_430e18c49d10;v2_27a2b16cc327;v2_8f6028d7e59a;v2_a7291b600bea,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_003,sens_bounds,0.0,4,50.875,3,v2_430e18c49d10;v2_27a2b16cc327;v2_8f6028d7e59a;v2_84c11063c325,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_003,sens_bounds,1.0,4,52.75,4,v2_430e18c49d10;v2_8f6028d7e59a;v2_27a2b16cc327;v2_a7291b600bea,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_003,sens_bounds,2.0,4,52.75,4,v2_8f6028d7e59a;v2_27a2b16cc327;v2_a7291b600bea;v2_430e18c49d10,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_003,sens_bounds_learned,0.35,4,52.75,4,v2_430e18c49d10;v2_27a2b16cc327;v2_8f6028d7e59a;v2_a7291b600bea,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_003,sens_bounds_learned,0.0,4,52.75,4,v2_430e18c49d10;v2_27a2b16cc327;v2_8f6028d7e59a;v2_a7291b600bea,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_003,sens_bounds_learned,1.0,4,52.75,4,v2_430e18c49d10;v2_27a2b16cc327;v2_8f6028d7e59a;v2_a7291b600bea,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_003,sens_bounds_learned,2.0,4,46.125,3,v2_8f6028d7e59a;v2_a7291b600bea;v2_27a2b16cc327;v2_afa1348627bc,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_003,sens_bounds_learned_restarts,0.35,4,52.75,4,v2_430e18c49d10;v2_27a2b16cc327;v2_8f6028d7e59a;v2_a7291b600bea,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_003,sens_bounds_learned_restarts,0.0,4,52.75,4,v2_430e18c49d10;v2_27a2b16cc327;v2_8f6028d7e59a;v2_a7291b600bea,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_003,sens_bounds_learned_restarts,1.0,4,52.75,4,v2_430e18c49d10;v2_27a2b16cc327;v2_8f6028d7e59a;v2_a7291b600bea,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_003,sens_bounds_learned_restarts,2.0,4,46.125,3,v2_8f6028d7e59a;v2_a7291b600bea;v2_27a2b16cc327;v2_afa1348627bc,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_003,sens_bounds_learned_wide,0.35,4,52.75,4,v2_430e18c49d10;v2_27a2b16cc327;v2_8f6028d7e59a;v2_a7291b600bea,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_003,sens_bounds_learned_wide,0.0,4,52.75,4,v2_430e18c49d10;v2_27a2b16cc327;v2_8f6028d7e59a;v2_a7291b600bea,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_003,sens_bounds_learned_wide,1.0,4,52.75,4,v2_430e18c49d10;v2_27a2b16cc327;v2_8f6028d7e59a;v2_a7291b600bea,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_003,sens_bounds_learned_wide,2.0,4,46.125,3,v2_8f6028d7e59a;v2_a7291b600bea;v2_27a2b16cc327;v2_afa1348627bc,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_003,sens_length_learned,0.35,4,51.875,4,v2_430e18c49d10;v2_27a2b16cc327;v2_4aeffae55153;v2_8f6028d7e59a,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_003,sens_length_learned,0.0,4,51.875,4,v2_430e18c49d10;v2_27a2b16cc327;v2_4aeffae55153;v2_8f6028d7e59a,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_003,sens_length_learned,1.0,4,51.875,4,v2_430e18c49d10;v2_4aeffae55153;v2_27a2b16cc327;v2_8f6028d7e59a,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_003,sens_length_learned,2.0,4,45.25,3,v2_4aeffae55153;v2_8f6028d7e59a;v2_27a2b16cc327;v2_afa1348627bc,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_003,sens_length_long,0.35,4,51.875,4,v2_430e18c49d10;v2_27a2b16cc327;v2_4aeffae55153;v2_8f6028d7e59a,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_003,sens_length_long,0.0,4,51.875,4,v2_430e18c49d10;v2_27a2b16cc327;v2_4aeffae55153;v2_8f6028d7e59a,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_003,sens_length_long,1.0,4,51.875,4,v2_4aeffae55153;v2_430e18c49d10;v2_27a2b16cc327;v2_8f6028d7e59a,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_003,sens_length_long,2.0,4,51.875,4,v2_4aeffae55153;v2_8f6028d7e59a;v2_27a2b16cc327;v2_430e18c49d10,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_003,sens_length_short,0.35,4,42.25,4,v2_27a2b16cc327;v2_4aeffae55153;v2_afa1348627bc;v2_d93bf1a562c8,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_003,sens_length_short,0.0,4,42.25,4,v2_27a2b16cc327;v2_4aeffae55153;v2_afa1348627bc;v2_d93bf1a562c8,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_003,sens_length_short,1.0,4,42.25,4,v2_27a2b16cc327;v2_4aeffae55153;v2_afa1348627bc;v2_d93bf1a562c8,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_003,sens_length_short,2.0,4,42.25,4,v2_27a2b16cc327;v2_4aeffae55153;v2_afa1348627bc;v2_d93bf1a562c8,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_003,sens_logit,0.35,4,51.25,4,v2_430e18c49d10;v2_27a2b16cc327;v2_4aeffae55153;v2_afa1348627bc,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_003,sens_logit,0.0,4,51.25,4,v2_430e18c49d10;v2_27a2b16cc327;v2_4aeffae55153;v2_afa1348627bc,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_003,sens_logit,1.0,4,51.25,4,v2_430e18c49d10;v2_27a2b16cc327;v2_4aeffae55153;v2_afa1348627bc,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_003,sens_logit,2.0,4,51.25,4,v2_27a2b16cc327;v2_430e18c49d10;v2_4aeffae55153;v2_afa1348627bc,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_003,sens_matern15,0.35,4,51.25,4,v2_430e18c49d10;v2_27a2b16cc327;v2_4aeffae55153;v2_afa1348627bc,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_003,sens_matern15,0.0,4,51.25,4,v2_430e18c49d10;v2_27a2b16cc327;v2_4aeffae55153;v2_afa1348627bc,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_003,sens_matern15,1.0,4,51.25,4,v2_430e18c49d10;v2_27a2b16cc327;v2_4aeffae55153;v2_afa1348627bc,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_003,sens_matern15,2.0,4,51.25,4,v2_27a2b16cc327;v2_430e18c49d10;v2_4aeffae55153;v2_afa1348627bc,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_003,sens_mean_median,0.35,4,51.25,4,v2_430e18c49d10;v2_27a2b16cc327;v2_4aeffae55153;v2_afa1348627bc,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_003,sens_mean_median,0.0,4,51.25,4,v2_430e18c49d10;v2_27a2b16cc327;v2_4aeffae55153;v2_afa1348627bc,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_003,sens_mean_median,1.0,4,51.25,4,v2_430e18c49d10;v2_27a2b16cc327;v2_4aeffae55153;v2_afa1348627bc,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_003,sens_mean_median,2.0,4,51.25,4,v2_27a2b16cc327;v2_430e18c49d10;v2_4aeffae55153;v2_afa1348627bc,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_003,sens_mixed_sources,0.35,4,46.0,4,v2_27a2b16cc327;v2_84c11063c325;v2_4aeffae55153;v2_0a63a12b60f3,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_003,sens_mixed_sources,0.0,4,52.75,3,v2_27a2b16cc327;v2_84c11063c325;v2_4aeffae55153;v2_430e18c49d10,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_003,sens_mixed_sources,1.0,4,42.25,3,v2_84c11063c325;v2_4aeffae55153;v2_3db5f7aa7cdd;v2_0a63a12b60f3,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_003,sens_mixed_sources,2.0,4,37.625,1,v2_3db5f7aa7cdd;v2_afa1348627bc;v2_0a63a12b60f3;v2_4f4525f1566d,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_003,sens_noise_10pp,0.35,4,51.25,4,v2_430e18c49d10;v2_27a2b16cc327;v2_4aeffae55153;v2_afa1348627bc,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_003,sens_noise_10pp,0.0,4,51.25,4,v2_430e18c49d10;v2_27a2b16cc327;v2_4aeffae55153;v2_afa1348627bc,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_003,sens_noise_10pp,1.0,4,51.25,4,v2_27a2b16cc327;v2_430e18c49d10;v2_4aeffae55153;v2_afa1348627bc,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_003,sens_noise_10pp,2.0,4,51.25,4,v2_27a2b16cc327;v2_430e18c49d10;v2_4aeffae55153;v2_afa1348627bc,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_003,sens_noise_1pp,0.35,4,51.25,4,v2_430e18c49d10;v2_27a2b16cc327;v2_4aeffae55153;v2_afa1348627bc,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_003,sens_noise_1pp,0.0,4,51.25,4,v2_430e18c49d10;v2_27a2b16cc327;v2_4aeffae55153;v2_afa1348627bc,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_003,sens_noise_1pp,1.0,4,51.25,4,v2_430e18c49d10;v2_27a2b16cc327;v2_4aeffae55153;v2_afa1348627bc,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_003,sens_noise_1pp,2.0,4,51.25,4,v2_27a2b16cc327;v2_430e18c49d10;v2_4aeffae55153;v2_afa1348627bc,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_003,sens_noise_3pp,0.35,4,51.25,4,v2_430e18c49d10;v2_27a2b16cc327;v2_4aeffae55153;v2_afa1348627bc,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_003,sens_noise_3pp,0.0,4,51.25,4,v2_430e18c49d10;v2_27a2b16cc327;v2_4aeffae55153;v2_afa1348627bc,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_003,sens_noise_3pp,1.0,4,51.25,4,v2_430e18c49d10;v2_27a2b16cc327;v2_4aeffae55153;v2_afa1348627bc,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_003,sens_noise_3pp,2.0,4,51.25,4,v2_27a2b16cc327;v2_430e18c49d10;v2_4aeffae55153;v2_afa1348627bc,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_003,sens_noise_5pp,0.35,4,51.25,4,v2_430e18c49d10;v2_27a2b16cc327;v2_4aeffae55153;v2_afa1348627bc,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_003,sens_noise_5pp,0.0,4,51.25,4,v2_430e18c49d10;v2_27a2b16cc327;v2_4aeffae55153;v2_afa1348627bc,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_003,sens_noise_5pp,1.0,4,51.25,4,v2_27a2b16cc327;v2_430e18c49d10;v2_4aeffae55153;v2_afa1348627bc,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_003,sens_noise_5pp,2.0,4,51.25,4,v2_27a2b16cc327;v2_430e18c49d10;v2_4aeffae55153;v2_afa1348627bc,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_003,sens_noise_learned,0.35,4,51.25,4,v2_430e18c49d10;v2_27a2b16cc327;v2_4aeffae55153;v2_afa1348627bc,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_003,sens_noise_learned,0.0,4,51.25,4,v2_430e18c49d10;v2_27a2b16cc327;v2_4aeffae55153;v2_afa1348627bc,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_003,sens_noise_learned,1.0,4,51.25,4,v2_430e18c49d10;v2_27a2b16cc327;v2_4aeffae55153;v2_afa1348627bc,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_003,sens_noise_learned,2.0,4,51.25,4,v2_27a2b16cc327;v2_430e18c49d10;v2_4aeffae55153;v2_afa1348627bc,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_003,sens_rbf,0.35,4,51.25,4,v2_430e18c49d10;v2_27a2b16cc327;v2_4aeffae55153;v2_afa1348627bc,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_003,sens_rbf,0.0,4,51.25,4,v2_430e18c49d10;v2_27a2b16cc327;v2_4aeffae55153;v2_afa1348627bc,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_003,sens_rbf,1.0,4,51.25,4,v2_430e18c49d10;v2_27a2b16cc327;v2_4aeffae55153;v2_afa1348627bc,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_003,sens_rbf,2.0,4,42.25,3,v2_27a2b16cc327;v2_4aeffae55153;v2_afa1348627bc;v2_d93bf1a562c8,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_003,sens_recent3,0.35,4,51.25,4,v2_430e18c49d10;v2_27a2b16cc327;v2_4aeffae55153;v2_afa1348627bc,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_003,sens_recent3,0.0,4,51.25,4,v2_430e18c49d10;v2_27a2b16cc327;v2_4aeffae55153;v2_afa1348627bc,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_003,sens_recent3,1.0,4,51.25,4,v2_430e18c49d10;v2_27a2b16cc327;v2_4aeffae55153;v2_afa1348627bc,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_003,sens_recent3,2.0,4,51.25,4,v2_27a2b16cc327;v2_430e18c49d10;v2_4aeffae55153;v2_afa1348627bc,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_004,campaign_bounds_learned,0.35,4,35.489375,4,v2_eb8bb8b8618f;v2_6005e837cd4b;v2_4da335e6bc9d;v2_8d9d8b0a7098,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_004,campaign_bounds_learned,0.0,4,45.59125,3,v2_eb8bb8b8618f;v2_6005e837cd4b;v2_8d9d8b0a7098;v2_0e9e2b605ce7,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_004,campaign_bounds_learned,1.0,4,23.171875,3,v2_eb8bb8b8618f;v2_6005e837cd4b;v2_4da335e6bc9d;v2_98a8e114024b,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_004,campaign_bounds_learned,2.0,4,23.171875,3,v2_6005e837cd4b;v2_4da335e6bc9d;v2_eb8bb8b8618f;v2_98a8e114024b,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_004,campaign_existing,0.35,4,35.4675,4,v2_eb8bb8b8618f;v2_4da335e6bc9d;v2_6005e837cd4b;v2_0e9e2b605ce7,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_004,campaign_existing,0.0,4,35.4675,4,v2_eb8bb8b8618f;v2_4da335e6bc9d;v2_6005e837cd4b;v2_0e9e2b605ce7,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_004,campaign_existing,1.0,4,31.795,3,v2_eb8bb8b8618f;v2_6005e837cd4b;v2_4da335e6bc9d;v2_1d06992cb257,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_004,campaign_existing,2.0,4,31.795,3,v2_eb8bb8b8618f;v2_6005e837cd4b;v2_4da335e6bc9d;v2_1d06992cb257,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_004,campaign_existing_adaptive,0.35,4,35.4675,4,v2_eb8bb8b8618f;v2_4da335e6bc9d;v2_6005e837cd4b;v2_0e9e2b605ce7,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_004,campaign_existing_adaptive,0.0,4,35.4675,4,v2_eb8bb8b8618f;v2_4da335e6bc9d;v2_6005e837cd4b;v2_0e9e2b605ce7,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_004,campaign_existing_adaptive,1.0,4,31.795,3,v2_eb8bb8b8618f;v2_4da335e6bc9d;v2_6005e837cd4b;v2_1d06992cb257,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_004,campaign_existing_adaptive,2.0,4,31.795,3,v2_eb8bb8b8618f;v2_6005e837cd4b;v2_4da335e6bc9d;v2_1d06992cb257,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_004,campaign_mean,0.35,4,24.284375,4,v2_0e9e2b605ce7;v2_1d06992cb257;v2_1e09bd3298a1;v2_4da335e6bc9d,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_004,campaign_mean,0.0,4,24.284375,4,v2_0e9e2b605ce7;v2_1d06992cb257;v2_1e09bd3298a1;v2_4da335e6bc9d,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_004,campaign_mean,1.0,4,24.284375,4,v2_0e9e2b605ce7;v2_1d06992cb257;v2_1e09bd3298a1;v2_4da335e6bc9d,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_004,campaign_mean,2.0,4,24.284375,4,v2_0e9e2b605ce7;v2_1d06992cb257;v2_1e09bd3298a1;v2_4da335e6bc9d,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_004,campaign_median,0.35,4,24.284375,4,v2_0e9e2b605ce7;v2_1d06992cb257;v2_1e09bd3298a1;v2_4da335e6bc9d,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_004,campaign_median,0.0,4,24.284375,4,v2_0e9e2b605ce7;v2_1d06992cb257;v2_1e09bd3298a1;v2_4da335e6bc9d,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_004,campaign_median,1.0,4,24.284375,4,v2_0e9e2b605ce7;v2_1d06992cb257;v2_1e09bd3298a1;v2_4da335e6bc9d,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_004,campaign_median,2.0,4,24.284375,4,v2_0e9e2b605ce7;v2_1d06992cb257;v2_1e09bd3298a1;v2_4da335e6bc9d,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
