audit_batch_id,formulation_id,candidate_id,selection_rank,recommendation_type,selection_explanation,mechanical_test_recommended,mechanical_selection_rank,mechanical_selection_mode,batch_id,replicate_id,viability_percent,intact_patch_formation_pass,no_slurry,no_collapse,intact_tip_count,total_tip_count,instron_file,needles_compressed,critical_axial_load_N_per_needle,critical_axial_load_N_total,initial_stiffness_N_per_mm_per_needle,preparation_feasibility_pass,homogeneous_solution_pass,fillability_pass,preparation_failure_reason,notes,dmso_M,ectoin_M,ethylene_glycol_M,glycerol_M,propylene_glycol_M,trehalose_M,sucrose_M,raffinose_M,taurine_M,myo_inositol_M,methoxyphenyl_beta_d_glucopyranoside_M,betaine_M,proline_M,glucose_M,creatine_M,acetamide_M,sericin_pct,methylcellulose_pct,dextran_pct,pvp_pct,hyaluronic_acid_pct,fbs_pct,hsa_pct,human_serum_pct,active_ingredient_count,candidate_origin,rescue_scale_factor,rescue_anchor_formulation_id,rescue_anchor_viability_percent,active_polymer_count,total_polymer_pct,total_serum_protein_pct,total_polymer_serum_pct,total_sugar_M,total_nonpermeating_solute_M,estimated_small_solute_g_L,feasibility_pass,feasibility_reasons,nearest_support_distance,support_status,source,source_row_id,formulation_label,source_type,predicted_viability_percent,viability_std,predicted_critical_axial_load_N_per_needle,critical_axial_load_std,intact_patch_pass_probability,same_formulation_range,local_neighbor_residual,retest_priority_score,viability_ucb,critical_axial_load_ucb,predicted_initial_stiffness_N_per_mm_per_needle,initial_stiffness_std,preparation_feasibility_probability,active_ingredient_excess_above_8,single_molar_excess_features,single_molar_excess_total_M,intact_failure_probability,acquisition_penalty,screening_acquisition_penalty,screening_phase_score,mechanics_phase_score,selection_role,empirical_combination_pass_probability,empirical_combination_weighted_passes,empirical_combination_weighted_failures,nearest_matching_intact_pass_distance,nearest_matching_intact_failure_distance,intact_combination_screening_penalty,intact_combination_policy_version,cold_start_ingredients,cold_start_ingredient_count,cold_start_prior_evidence_counts,cold_start_ordinary_exempt,cold_start_graduation_eligible,cold_start_graduation_priority,cold_start_graduation_reason,observed_viability_percent,observed_intact_patch_pass,audit_policy_applied_counterfactually,ordinary_row_for_cold_cap,total_viscosity_active_macromolecule_pct,total_permeating_cpa_M,crystalline_solute_saturation_burden,feasibility_policy_version,mechanical_backup_status,mechanical_feasibility_weight
ROUND_003,v2_afa1348627bc,cand_001770,11,screening_candidate,,False,,,ROUND_003,,,,,,,,,,,,,,,,,,0.0907897437037413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0268791804512172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.659640636018787,0.0,3,boundary_probe,,,,0,0.0,7.659640636018787,7.659640636018787,0.0,0.0268791804512172,10.618069608141433,True,,1.1604780045732122,in_support,,,,,58.91497503925672,24.168569469864593,0.0,0.0,0.1223871043645058,,,,67.37397435370933,0.0,0.0,0.0,0.75,0,,0.0,0.8776128956354942,0.7020903165083954,0.0,0.7974134962951323,,round_candidate,0.5,0.0,0.0,,,0.0,round6_empirical_combination_intact_v1,,0,,False,False,,ineligible:must_contain_exactly_one_cold_start_ingredient,38.5,1.0,True,True,,,,,,
ROUND_003,v2_a7291b600bea,cand_001847,12,screening_candidate,,False,,,ROUND_003,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.4437811389062057,0.0,0.0,0.0,0.0,0.0,0.0,0.2976227420713921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8330271006558578,0.0,0.0,0.0,3,boundary_probe,,,,1,0.8330271006558578,0.0,0.8330271006558578,0.4437811389062057,0.7414038809775978,186.1715901422736,True,,1.0275789455390667,in_support,,,,,58.72481704977869,24.18797891866367,0.0,0.0,0.4075303061635206,,,,67.19060967131098,0.0,0.0,0.0,0.75,0,,0.0,0.5924696938364793,0.4739757550691834,0.0,0.7951566008933799,,round_candidate,0.5,0.0,0.0,,,0.0,round6_empirical_combination_intact_v1,,0,,False,False,,ineligible:must_contain_exactly_one_cold_start_ingredient,52.0,0.0,True,True,,,,,,
ROUND_004,v2_ced63818bdd1,rescue_000013,1,rescue_candidate,rescue_dilution: scaled down a high-viability failed-patch formulation,False,,,ROUND_004,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.1109452847265514,0.0,0.0,0.0,0.0,0.0,0.0,0.074405685517848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2082567751639644,0.0,0.0,0.0,3,rescue_dilution,0.25,v2_a7291b600bea,52.0,1,0.2082567751639644,0.0,0.2082567751639644,0.1109452847265514,0.1853509702443994,46.54289753556839,True,,0.2568947363847667,in_support,,,,,46.80008917114565,23.095514996704072,0.0,0.0,0.7432204380322273,,,,54.88351941999208,0.0,0.0,0.0,0.75,0,,0.0,0.2567795619677727,0.2054236495742182,0.0,0.6416559778358872,,round_candidate,0.5,0.0,0.0,,0.5867311139613441,0.0,round6_empirical_combination_intact_v1,,0,,True,False,,ineligible:special_origin_exemption,32.885,1.0,True,False,,,,,,
ROUND_004,v2_6fb2fa9dc5d5,rescue_000016,2,rescue_candidate,rescue_dilution: scaled down a high-viability failed-patch formulation,False,,,ROUND_004,,,,,,,,,,,,,,,,,,0.0,0.0820912394161307,0.5134771915028602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.029867779672915,0.0,0.0,3,rescue_dilution,0.25,v2_fc5b4c04eee9,56.2875,0,0.0,2.029867779672915,2.029867779672915,0.0,0.0820912394161307,43.54161987197967,True,,0.3051466200071668,in_support,,,,,44.952131527292465,5.0664427436755295,0.0,0.0,0.8013926985456182,,,,46.7253864875789,0.0,0.0,0.0,0.75,0,ethylene_glycol_M,0.0134771915028601,0.1986073014543817,0.1615812794640774,0.002695438300572,0.5384765066557787,,round_candidate,0.5,0.0,0.0,,0.5479758138498514,0.0,round6_empirical_combination_intact_v1,,0,,True,False,,ineligible:special_origin_exemption,58.35,1.0,True,False,,,,,,
ROUND_004,v2_0e9e2b605ce7,cand_000637,3,screening_candidate,,False,,,ROUND_004,,,,,,,,,,,,,,,,,,0.0,0.0,1.0564825340754072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.710231711747509,0.0,0.0,0.0,0.0,2,local_perturbation,,,,1,6.710231711747509,0.0,6.710231711747509,0.0,0.0,65.57587089006053,True,,0.095630915401118,in_support,,,,,76.54205208741212,9.885163840791698,0.0,0.0,0.5604900552194448,,,,80.00185943168921,0.0,0.0,0.0,0.75,0,ethylene_glycol_M,0.5564825340754072,0.4395099447805551,0.4629044626395255,0.1112965068150814,0.8397430180315009,,round_candidate,0.5,0.0,0.0,,,0.0,round6_empirical_combination_intact_v1,,0,,False,False,,ineligible:must_contain_exactly_one_cold_start_ingredient,50.515,0.0,True,True,,,,,,
ROUND_004,v2_8d9d8b0a7098,cand_000374,4,screening_candidate,,False,,,ROUND_004,,,,,,,,,,,,,,,,,,0.0,0.0,1.00296659109718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.13438029201992,0.0,0.0,0.0,0.0,2,local_perturbation,,,,1,8.13438029201992,0.0,8.13438029201992,0.0,0.0,62.25413630940196,True,,0.1262137347833123,in_support,,,,,72.54485407581217,15.37535482335997,0.0,0.0,0.497494688069158,,,,77.92622826398815,0.0,0.0,0.0,0.75,0,ethylene_glycol_M,0.5029665910971799,0.502505311930842,0.5025975677641096,0.1005933182194359,0.8248805787771267,,round_candidate,0.5,0.0,0.0,,,0.0,round6_empirical_combination_intact_v1,,0,,False,False,,ineligible:must_contain_exactly_one_cold_start_ingredient,50.6025,0.0,True,True,,,,,,
ROUND_004,v2_eb8bb8b8618f,cand_000113,5,screening_candidate,,False,,,ROUND_004,,,,,,,,,,,,,,,,,,0.0,0.5,0.6191850440809826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,local_perturbation,,,,0,0.0,0.0,0.0,0.0,0.5,109.5128156861066,True,,0.2403914080045093,in_support,,,,,64.03442627824809,18.863137933937843,0.0,0.0,0.944725055443388,,,,70.63652455512633,0.0,0.0,0.0,0.75,0,ethylene_glycol_M,0.1191850440809826,0.055274944556612,0.0680569644614862,0.0238370088161965,0.8118493309988633,,round_candidate,0.6022806840367886,0.5143360150315124,0.0,0.16998239473897064,,0.0,round6_empirical_combination_intact_v1,,0,,False,False,,ineligible:must_contain_exactly_one_cold_start_ingredient,52.8825,1.0,True,True,,,,,,
ROUND_004,v2_6005e837cd4b,cand_000708,6,screening_candidate,,False,,,ROUND_004,,,,,,,,,,,,,,,,,,0.0,0.2993494457845855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0968433629948464,0.0,0.0,0.0,0.0,0.0,0.0,2,local_perturbation,,,,0,0.0968433629948464,0.0,0.0968433629948464,0.0,0.7993494457845856,100.12051721273669,True,,0.1680535954674708,in_support,,,,,58.75409897162861,23.046276903959168,0.0,0.0,0.9084522761930802,,,,66.82029588801431,0.0,0.0,0.0,0.75,0,,0.0,0.0915477238069197,0.0732381790455358,0.0,0.7886817065198185,,round_candidate,0.5,0.0,0.0,,,0.0,round6_empirical_combination_intact_v1,,0,,False,False,,ineligible:must_contain_exactly_one_cold_start_ingredient,28.365000000000002,1.0,True,True,,,,,,
ROUND_004,v2_1d06992cb257,cand_000776,7,screening_candidate,,False,,,ROUND_004,,,,,,,,,,,,,,,,,,0.1,0.0904198371035327,0.2529430779842089,0.0,0.0,0.0,0.0,0.0,0.0009056976719577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,local_perturbation,,,,0,0.0,0.0,0.0,0.0,0.0913255347754905,36.480608956763575,True,,0.4575298705716062,in_support,,,,,58.77957479919056,23.980608131410815,0.0,0.0,0.9115701166228128,,,,67.17278764518434,0.0,0.0,0.0,0.75,0,,0.0,0.0884298833771872,0.0707439067017498,0.0,0.7930233608677774,,round_candidate,0.5,0.0,0.0,0.6256717099515775,,0.0,round6_empirical_combination_intact_v1,,0,,False,False,,ineligible:must_contain_exactly_one_cold_start_ingredient,35.825,1.0,True,True,,,,,,
ROUND_004,v2_4da335e6bc9d,cand_001804,8,screening_candidate,,False,,,ROUND_004,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3934835465272594,0.0,0.2743140108570348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.898138049036775,0.0,3,boundary_probe,,,,0,0.0,6.898138049036775,6.898138049036775,0.3934835465272594,0.6677975573842942,247.90925240621416,True,,0.8814792387283049,in_support,,,,,61.259400717629525,22.681527140037726,0.0,0.0,0.5522836250732409,,,,69.19793521664273,0.0,0.0,0.0,0.75,0,,0.0,0.4477163749267591,0.3581730999414073,0.0,0.8179671803473337,,round_candidate,0.5,0.0,0.0,,,0.0,round6_empirical_combination_intact_v1,raffinose_M;myo_inositol_M,2,raffinose_M=0;myo_inositol_M=0,False,False,,ineligible:must_contain_exactly_one_cold_start_ingredient,10.1075,0.0,True,True,,,,,,
ROUND_004,v2_1e09bd3298a1,cand_001254,9,screening_candidate,,False,,,ROUND_004,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4175742885754871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.735805581062722,0.0,2,sparse_exploration,,,,0,0.0,5.735805581062722,5.735805581062722,0.4175742885754871,0.4175742885754871,210.6411741290187,True,,0.5746564879240822,in_support,,,,,60.70502243687755,23.12024088265788,0.0,0.0,0.6197089662793147,,,,68.79710674580781,0.0,0.0,0.0,0.75,0,,0.0,0.3802910337206853,0.3042328269765482,0.0,0.8130301608630831,,round_candidate,0.5,0.0,0.0,,,0.0,round6_empirical_combination_intact_v1,raffinose_M,1,raffinose_M=0,False,True,2,eligible:raffinose_M;prior_distinct_formulations=0;graduation_threshold=3,0.69,1.0,True,True,,,,,,
ROUND_004,v2_e5b28bf5a066,cand_001144,10,screening_candidate,,False,,,ROUND_004,,,,,,,,,,,,,,,,,,0.0,0.0421795058685515,0.0,0.0,0.0,0.0,0.0,0.423572841994074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,sparse_exploration,,,,0,0.0,0.0,0.0,0.423572841994074,0.4657523478626255,219.663322969764,True,,0.0966393210860414,in_support,,,,,60.223399208893625,23.426055547128605,0.0,0.0,0.8767034230160422,,,,68.42251865038864,0.0,0.0,0.0,0.75,0,,0.0,0.1232965769839578,0.0986372615871662,0.0,0.8084163450784893,,round_candidate,0.5,0.0,0.0,,,0.0,round6_empirical_combination_intact_v1,raffinose_M,1,raffinose_M=0,False,True,2,eligible:raffinose_M;prior_distinct_formulations=0;graduation_threshold=3,40.4675,1.0,True,True,,,,,,
ROUND_004,v2_6886b09726ac,cand_000866,11,screening_candidate,,False,,,ROUND_004,,,,,,,,,,,,,,,,,,0.0754379449813829,0.0,0.0,0.0,0.0,0.0,0.0,0.1610862069077319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,sparse_exploration,,,,0,0.0,0.0,0.0,0.1610862069077319,0.1610862069077319,87.15229285393173,True,,0.5721079140129673,in_support,,,,,60.54920868100531,22.335355531590707,0.0,0.0,0.8927135657413624,,,,68.36658311706206,0.0,0.0,0.0,0.75,0,,0.0,0.1072864342586376,0.08582914740691,0.0,0.8077273849920962,,round_candidate,0.5,0.0,0.0,,,0.0,round6_empirical_combination_intact_v1,raffinose_M,1,raffinose_M=0,False,True,2,eligible:raffinose_M;prior_distinct_formulations=0;graduation_threshold=3,30.2175,1.0,True,True,,,,,,
ROUND_004,v2_98a8e114024b,cand_001721,12,screening_candidate,,False,,,ROUND_004,,,,,,,,,,,,,,,,,,0.0717171469978782,0.0,0.0,0.0,0.0,0.0,0.0,0.429129568213765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2230946152420294,0.0,3,boundary_probe,,,,0,0.0,6.2230946152420294,6.2230946152420294,0.429129568213765,0.429129568213765,222.07338008469583,True,,0.951313886281154,in_support,,,,,59.675896243424894,23.692256077157737,0.0,0.0,0.6491950626738175,,,,67.9681858704301,0.0,0.0,0.0,0.75,0,,0.0,0.3508049373261824,0.280643949860946,0.0,0.8028203109886034,,round_candidate,0.5,0.0,0.0,,,0.0,round6_empirical_combination_intact_v1,raffinose_M,1,raffinose_M=0,False,True,2,eligible:raffinose_M;prior_distinct_formulations=0;graduation_threshold=3,1.3325,1.0,True,True,,,,,,
ROUND_005,v2_1be28fc1c3ad,rescue_000003,1,rescue_candidate,rescue_dilution: scaled down a high-viability failed-patch formulation,False,,,ROUND_005,,,,,,,,,,,,,,,,,,0.0,0.0,0.7923619005565554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0326737838106315,0.0,0.0,0.0,0.0,2,rescue_dilution,0.75,v2_0e9e2b605ce7,50.515,1,5.0326737838106315,0.0,5.0326737838106315,0.0,0.0,49.18190316754539,True,,0.0512191285485315,in_support,,,,,59.502151753493344,7.003852076147249,0.0,0.0,0.5166652093841042,,,,61.95349998014488,0.0,0.0,0.0,0.75,0,ethylene_glycol_M,0.2923619005565554,0.4833347906158958,0.4451402126040277,0.058472380111311,0.6909221445871895,,round_candidate,0.29665601018585647,0.0,1.370907602288236,,0.09538620170659803,0.08133759592565742,round6_empirical_combination_intact_v1,,0,,True,False,,ineligible:special_origin_exemption,53.3425,0.0,True,False,5.0326737838106315,0.7923619005565554,0.0,round5_solubility_viscosity_v2,,
